20150501 000000;1.120830;1.120830;1.120710;1.120730;0
20150501 000100;1.120720;1.120840;1.120620;1.120840;0
20150501 000200;1.120860;1.121130;1.120860;1.120990;0
20150501 000300;1.121000;1.121070;1.121000;1.121040;0
20150501 000400;1.121040;1.121040;1.121000;1.121000;0
20150501 000500;1.121000;1.121000;1.120930;1.120930;0
20150501 000600;1.120930;1.121010;1.120930;1.121000;0
20150501 000700;1.121010;1.121010;1.121000;1.121010;0
20150501 000800;1.121000;1.121130;1.121000;1.121090;0
20150501 000900;1.121080;1.121100;1.120990;1.121020;0
20150501 001000;1.121010;1.121130;1.121010;1.121130;0
20150501 001100;1.121120;1.121140;1.121100;1.121130;0
20150501 001200;1.121130;1.121130;1.120890;1.120890;0
20150501 001300;1.120890;1.120910;1.120890;1.120900;0
20150501 001400;1.120900;1.120910;1.120890;1.120890;0
20150501 001500;1.120890;1.120900;1.120890;1.120890;0
20150501 001600;1.120890;1.120960;1.120880;1.120930;0
20150501 001700;1.120930;1.120930;1.120890;1.120890;0
20150501 001800;1.120880;1.120900;1.120880;1.120890;0
20150501 001900;1.120890;1.120900;1.120880;1.120900;0
20150501 002000;1.120910;1.120910;1.120900;1.120910;0
20150501 002100;1.120910;1.120910;1.120890;1.120890;0
20150501 002200;1.120890;1.120910;1.120790;1.120810;0
20150501 002300;1.120820;1.120950;1.120740;1.120810;0
20150501 002400;1.120790;1.120820;1.120700;1.120700;0
20150501 002500;1.120690;1.120800;1.120690;1.120690;0
20150501 002600;1.120690;1.120690;1.120600;1.120620;0
20150501 002700;1.120620;1.120620;1.120590;1.120600;0
20150501 002800;1.120590;1.120620;1.120580;1.120580;0
20150501 002900;1.120580;1.120750;1.120580;1.120700;0
20150501 003000;1.120690;1.120730;1.120690;1.120720;0
20150501 003100;1.120720;1.120720;1.120580;1.120590;0
20150501 003200;1.120590;1.120600;1.120490;1.120510;0
20150501 003300;1.120500;1.120630;1.120500;1.120600;0
20150501 003400;1.120600;1.120620;1.120600;1.120620;0
20150501 003500;1.120620;1.120620;1.120500;1.120500;0
20150501 003600;1.120490;1.120490;1.120490;1.120490;0
20150501 003700;1.120490;1.120690;1.120490;1.120600;0
20150501 003800;1.120590;1.120720;1.120590;1.120610;0
