20151001 000000;1.114730;1.114730;1.114720;1.114720;0
20151001 000100;1.114730;1.114730;1.114580;1.114650;0
20151001 000200;1.114640;1.114640;1.114540;1.114540;0
20151001 000300;1.114540;1.114550;1.114520;1.114530;0
20151001 000400;1.114500;1.114540;1.114450;1.114540;0
20151001 000500;1.114550;1.114570;1.114550;1.114570;0
20151001 000600;1.114620;1.114850;1.114620;1.114840;0
20151001 000700;1.114830;1.114830;1.114770;1.114780;0
20151001 000800;1.114790;1.114860;1.114740;1.114740;0
20151001 000900;1.114750;1.114770;1.114750;1.114770;0
20151001 001000;1.114760;1.114780;1.114730;1.114770;0
20151001 001100;1.114770;1.114770;1.114680;1.114680;0
20151001 001200;1.114610;1.114780;1.114600;1.114750;0
20151001 001300;1.114750;1.114860;1.114750;1.114840;0
20151001 001400;1.114830;1.114830;1.114760;1.114780;0
20151001 001500;1.114760;1.114850;1.114760;1.114840;0
20151001 001600;1.114860;1.114950;1.114850;1.114880;0
20151001 001700;1.114880;1.114930;1.114850;1.114860;0
20151001 001800;1.114900;1.114910;1.114780;1.114780;0
20151001 001900;1.114790;1.114850;1.114780;1.114830;0
20151001 002000;1.114840;1.114860;1.114840;1.114860;0
20151001 002100;1.114860;1.114870;1.114850;1.114860;0
20151001 002200;1.114850;1.114860;1.114800;1.114800;0
20151001 002300;1.114830;1.114850;1.114800;1.114850;0
20151001 002400;1.114850;1.114850;1.114830;1.114850;0
20151001 002500;1.114850;1.114850;1.114750;1.114780;0
20151001 002600;1.114780;1.114780;1.114730;1.114730;0
20151001 002700;1.114750;1.114780;1.114750;1.114780;0
20151001 002800;1.114780;1.114830;1.114750;1.114830;0
20151001 002900;1.114850;1.114850;1.114780;1.114780;0
20151001 003000;1.114780;1.114850;1.114780;1.114840;0
20151001 003100;1.114840;1.114860;1.114840;1.114860;0
20151001 003200;1.114860;1.114950;1.114830;1.114950;0
20151001 003300;1.114970;1.114980;1.114940;1.114950;0
20151001 003400;1.114960;1.114960;1.114940;1.114940;0
20151001 003500;1.114950;1.114960;1.114950;1.114950;0
20151001 003600;1.114940;1.114940;1.114780;1.114900;0
