20150901 000000;1.126920;1.127030;1.126830;1.126950;0
20150901 000100;1.126940;1.126940;1.126690;1.126930;0
20150901 000200;1.126950;1.127050;1.126950;1.127020;0
20150901 000300;1.127020;1.127030;1.126990;1.127030;0
20150901 000400;1.127030;1.127050;1.126960;1.127050;0
20150901 000500;1.127030;1.127030;1.126930;1.126930;0
20150901 000600;1.126930;1.127000;1.126740;1.126800;0
20150901 000700;1.126740;1.126830;1.126740;1.126810;0
20150901 000800;1.126800;1.126800;1.126650;1.126650;0
20150901 000900;1.126670;1.126810;1.126670;1.126700;0
20150901 001000;1.126710;1.126770;1.126710;1.126760;0
20150901 001100;1.126750;1.126810;1.126710;1.126750;0
20150901 001200;1.126760;1.126820;1.126730;1.126740;0
20150901 001300;1.126740;1.126740;1.126720;1.126740;0
20150901 001400;1.126720;1.126740;1.126620;1.126620;0
20150901 001500;1.126590;1.126610;1.126460;1.126560;0
20150901 001600;1.126570;1.126620;1.126520;1.126520;0
20150901 001700;1.126530;1.126530;1.126480;1.126480;0
20150901 001800;1.126470;1.126470;1.126400;1.126430;0
20150901 001900;1.126430;1.126590;1.126430;1.126510;0
20150901 002000;1.126510;1.126520;1.126310;1.126320;0
20150901 002100;1.126340;1.126450;1.126340;1.126430;0
20150901 002200;1.126420;1.126420;1.126300;1.126300;0
20150901 002300;1.126310;1.126340;1.126310;1.126310;0
20150901 002400;1.126300;1.126300;1.126200;1.126230;0
20150901 002500;1.126210;1.126210;1.126200;1.126200;0
20150901 002600;1.126220;1.126220;1.126200;1.126220;0
20150901 002700;1.126240;1.126340;1.126230;1.126330;0
20150901 002800;1.126340;1.126480;1.126340;1.126480;0
20150901 002900;1.126490;1.126540;1.126370;1.126400;0
20150901 003000;1.126300;1.126320;1.126120;1.126120;0
20150901 003100;1.126110;1.126150;1.126030;1.126040;0
20150901 003200;1.126050;1.126690;1.126050;1.126650;0
20150901 003300;1.126660;1.126660;1.126300;1.126500;0
20150901 003400;1.126480;1.126480;1.126200;1.126310;0
20150901 003500;1.126300;1.126650;1.126300;1.126630;0
