20151201 000000;1.057440;1.057590;1.057440;1.057540;0
20151201 000100;1.057550;1.057610;1.057550;1.057600;0
20151201 000200;1.057590;1.057910;1.057590;1.057890;0
20151201 000300;1.057900;1.057920;1.057720;1.057720;0
20151201 000400;1.057740;1.057830;1.057700;1.057810;0
20151201 000500;1.057820;1.057820;1.057800;1.057800;0
20151201 000600;1.057790;1.057860;1.057720;1.057780;0
20151201 000700;1.057770;1.057800;1.057760;1.057780;0
20151201 000800;1.057770;1.057770;1.057710;1.057750;0
20151201 000900;1.057730;1.057770;1.057710;1.057770;0
20151201 001000;1.057770;1.057830;1.057740;1.057740;0
20151201 001100;1.057750;1.057880;1.057740;1.057870;0
20151201 001200;1.057890;1.057910;1.057880;1.057890;0
20151201 001300;1.057880;1.057890;1.057830;1.057850;0
20151201 001400;1.057840;1.057970;1.057830;1.057860;0
20151201 001500;1.057860;1.057860;1.057830;1.057860;0
20151201 001600;1.057850;1.057870;1.057800;1.057860;0
20151201 001700;1.057850;1.057880;1.057850;1.057850;0
20151201 001800;1.057860;1.057940;1.057860;1.057940;0
20151201 001900;1.057930;1.057980;1.057930;1.057970;0
20151201 002000;1.057980;1.058000;1.057910;1.057970;0
20151201 002100;1.057970;1.058110;1.057950;1.058110;0
20151201 002200;1.058120;1.058130;1.058080;1.058130;0
20151201 002300;1.058120;1.058130;1.058030;1.058090;0
20151201 002400;1.058080;1.058100;1.058010;1.058070;0
20151201 002500;1.058050;1.058110;1.058040;1.058110;0
20151201 002600;1.058100;1.058110;1.058090;1.058110;0
20151201 002700;1.058120;1.058200;1.058120;1.058150;0
20151201 002800;1.058150;1.058220;1.058150;1.058210;0
20151201 002900;1.058230;1.058310;1.058200;1.058220;0
20151201 003000;1.058230;1.058330;1.058230;1.058320;0
20151201 003100;1.058310;1.058310;1.058210;1.058270;0
20151201 003200;1.058280;1.058310;1.058260;1.058290;0
20151201 003300;1.058290;1.058290;1.058150;1.058150;0
20151201 003400;1.058130;1.058310;1.058100;1.058300;0
20151201 003500;1.058310;1.058330;1.058280;1.058290;0
20151201 003600;1.058300;1.058310;1.058230;1.058260;0
20151201 003700;1.058260;1.058320;1.058260;1.058320;0
20151201 003800;1.058310;1.058360;1.058310;1.058360;0
20151201 003900;1.058350;1.058400;1.058310;1.058350;0
20151201 004000;1.058380;1.058490;1.058360;1.058460;0
20151201 004100;1.058470;1.058520;1.058430;1.058520;0
20151201 004200;1.058520;1.058530;1.058430;1.058480;0
20151201 004300;1.058480;1.058480;1.058410;1.058430;0
20151201 004400;1.058440;1.058450;1.058410;1.058410;0
20151201 004500;1.058410;1.058480;1.058400;1.058430;0
20151201 004600;1.058450;1.058460;1.058400;1.058420;0
20151201 004700;1.058470;1.058500;1.058410;1.058410;0
20151201 004800;1.058400;1.058430;1.058100;1.058120;0
20151201 004900;1.058140;1.058200;1.058070;1.058200;0
20151201 005000;1.058200;1.058400;1.058120;1.058400;0
20151201 005100;1.058400;1.058400;1.058300;1.058300;0
20151201 005200;1.058310;1.058380;1.058290;1.058290;0
20151201 005300;1.058290;1.058400;1.058290;1.058380;0
20151201 005400;1.058370;1.058370;1.058300;1.058300;0
20151201 005500;1.058300;1.058350;1.058230;1.058250;0
20151201 005600;1.058240;1.058260;1.058150;1.058240;0
20151201 005700;1.058230;1.058340;1.058230;1.058330;0
20151201 005800;1.058330;1.058330;1.058200;1.058200;0
20151201 005900;1.058190;1.058290;1.058140;1.058160;0
20151201 010000;1.058150;1.058200;1.058020;1.058120;0
20151201 010100;1.058130;1.058280;1.058120;1.058220;0
20151201 010200;1.058200;1.058200;1.058110;1.058190;0
20151201 010300;1.058200;1.058290;1.058200;1.058270;0
20151201 010400;1.058280;1.058350;1.058270;1.058300;0
20151201 010500;1.058310;1.058370;1.058290;1.058320;0
20151201 010600;1.058320;1.058330;1.058210;1.058210;0
20151201 010700;1.058210;1.058210;1.058000;1.058040;0
20151201 010800;1.058020;1.058070;1.057870;1.057940;0
20151201 010900;1.057950;1.057980;1.057870;1.057880;0
20151201 011000;1.057880;1.058020;1.057880;1.057960;0
20151201 011100;1.057980;1.057990;1.057900;1.057910;0
20151201 011200;1.057890;1.057950;1.057870;1.057870;0
20151201 011300;1.057880;1.057930;1.057810;1.057930;0
